User ID,Username,Tweet,Retweet Count,Mention Count,Follower Count,Verified,Bot Label,Location,Created At,Hashtags
783819741127446528,ImprovChallenge,Every day a new improv comedy challenge! Reply with your punchlines!,942,114,68,False,1,,Thu Oct 06 00:02:43 +0000 2016,
377419742,DavidLarter,"Naval Warfare Reporter, Defense News
Navy vet. Tweets on Navy + random unserious musings. I ain't in this for your revolution.
Email: dlarter@defensenews.com",37805,1480,9864,False,0,"Washington, D.C.",Wed Sep 21 15:06:12 +0000 2011,
771413200210391040,ArpObservatory,"In July we started receiving audio signals from outside the solar system, and we’ve been studying them since.",9502,1,100,False,1,"Atacama, Chile",Thu Sep 01 18:23:33 +0000 2016,
3239115411,ABC3340Wendell,"Husband, father, Texan, co-anchor #GoodMorningAlabama & #ABC3340NewsatMidday; @ACUedu grad; @columbiajourn grad; my opinions; RT's aren't endorsements",11834,1205,1463,False,0,"Alabama, USA",Wed May 06 17:27:16 +0000 2015,#GoodMorningAlabama #ABC3340NewsatMidday
165153530,charlielangton,"Attorney, TV/Radio Legal Analyst WJBK Fox 2 and WWJ News Radio 950.",3941,627,11266,False,0,"Detroit, Michigan  ",Sat Jul 10 19:17:23 +0000 2010,
3431941156,malmhuain,Journalist at Alarabiya News Channel صحافي في قناة العربية,9806,1184,9761,False,0,"Dubai, United Arab Emirates",Wed Aug 19 19:08:53 +0000 2015,
545098583,ABC7GMW,"News, Traffic and Weather from the Washington area's best morning team!",17708,310,5721,False,0,"Washington, DC",Wed Apr 04 12:45:53 +0000 2012,
4569690923,resurgent,Erick Erickson's online home for Resurgent conservatives and people of faith involved in the day to day struggles of life and politics.,23700,752,22098,False,0,"Georgia, USA",Tue Dec 22 17:01:14 +0000 2015,
1377060878,KatelynsWTAE,"Reporter at WTAE in Pittsburgh, PA. Mom, runner, lifter, foodie, hard rock obsessed, WVU grad. RT's are not endorsements.",16175,1082,4475,False,0,"Pittsburgh, PA",Wed Apr 24 13:30:58 +0000 2013,
192993369,SHKMEP,"XMEP 04-19
Legal Affairs Spokes 09-19
XChair:-
🇪🇺🇦🇲🇦🇿🇬🇪 Del
🇪🇺🇧🇩🇵🇰🇱🇰 SAsia Trade Cttee
🇪🇺 Parl Code Conduct Cttee
FTA GSP AUDIT SUBSIDIARITY",20472,4978,13519,False,0,Euro Parliament and NW Eng UK,Mon Sep 20 18:12:36 +0000 2010,
262717598,RouseLeeA,Oak Park family👨‍👩‍👦‍👦.  Dog walker🐕. Internal combustion fan🚘. #CyclONEnation🏀🏈. Corn fed🌽.  Photojournalist @WHOhd📹.  Views are my own🕺. #DMRV🏞,9117,1042,1054,False,0,"Des Moines, Iowa",Tue Mar 08 16:24:48 +0000 2011,#CyclONEnation #DMRV
38513145,NICKZANO,,2412,349,74160,False,0,"Los Angeles, CA",Thu May 07 20:45:56 +0000 2009,
258900199,RepMaloney,"New York's 12th Congressional District - #Manhattan, #Brooklyn & #Queens. #NY12

DMs are open.",10221,3287,38074,False,0,New York City,Mon Feb 28 19:06:50 +0000 2011,#Manhattan #Brooklyn #Queens #NY12
24767630,itsmarkmedley,"Deputy Opinion Editor @globeandmail. Ex-editor: @globebooks and @npbooks.
Pitch me: mmedley@globeandmail.com.",12119,951,9241,False,0,Toronto,Mon Mar 16 20:55:00 +0000 2009,
918609526357499905,iamaslowtrain,"Hallo. I’m a 🚂, rolling through the mountains of Norway, 30 seconds at a time. Bot by @staringispolite #botally",861,19,99,False,1,Norway,Thu Oct 12 22:49:12 +0000 2017,#botally
1069811420,StefWKight,"Reporter for @Axios | immigration, inequality, demographics | send tips and cool data to stef@axios.com",4655,899,2895,False,0,Virginia,Tue Jan 08 02:52:03 +0000 2013,
318535212,KatePeople,"Executive Editor, PEOPLE. Overseeing entertainment. Opinions mine alone. Read more of them in my book, I'm Your Biggest Fan, out now. Reclaiming my time.",9641,317,13028,False,0,"Florin, Sworn Enemy of Guilder",Thu Jun 16 16:56:09 +0000 2011,
810128712356298752,Open_Brother,"(Bot) Many citizens have expressed legitimate concerns about government secrecy and mass surveillance. In response, we have made the citizenship database open.",21498,1,11,False,1,Servers 2538-5492,Sat Dec 17 14:25:11 +0000 2016,
3997848915,OminousZoom,bot by @ckolderup · #botALLY,13547,1,1080,False,1,*droning sound*,Mon Oct 19 23:27:13 +0000 2015,#botALLY
21246105,HollywoodLife,Get the hottest news on the hottest stars from HollywoodLife!     Instagram: https://t.co/OOHYlAtpLe,181279,4412,333862,False,0,LA & NYC,Wed Feb 18 21:59:31 +0000 2009,
831578789654192129,_OutToSea_,I tweet a new horizon view every six hours.  Created by @acgodliman using cheapbotsdonequick. WIP,3345,24,715,False,1,Everywhere,Tue Feb 14 19:00:08 +0000 2017,
14137737,acarboni,"Excitable host of the @StarWars Show @Lucasfilm. Prev: We Have Concerns, DNews, 3 Scientists, PlayStation https://t.co/29xWf6eWMO https://t.co/pfJLK2yiBe",58978,1046,135240,False,0,"Los Angeles, CA",Thu Mar 13 05:34:25 +0000 2008,
17721177,boulderlibrary,BPL's mission is to enhance the growth of Boulder residents. Sign up for our newsletter on the bottom of the page at: http://t.co/Wq7ApZP67Y,6887,1854,4452,False,0,"Boulder, CO",Fri Nov 28 22:09:34 +0000 2008,
19445695,AliPlumb,"BBC Radio 1 and 1Xtra's film critic, interviewer guy, Q&A host and in-house nerd. Views are miiiiiine. Insta: @AliPlumb Enquiries: ali.plumb.freelance@gmail.com",23156,1007,23774,False,0,London,Sat Jan 24 13:23:51 +0000 2009,
103215322,NickCiletti,"Anchor/Reporter @ABC15, cancer survivor, Miami Hurricane, 80's music aficionado, dad to a rescued French Bulldog",20021,338,4780,False,0,"Phoenix, AZ",Sat Jan 09 07:52:20 +0000 2010,
940176812692340736,thedoomclock,"Andre Budko's Ultimate Doom: Ep. 1 TAS at a rate of 4 frames/day. Ends 10th July, 2023. By @measuredweighed, inspired by @helvetica. 👍 to Zero Master",2166,1,1408,False,1,,Mon Dec 11 11:09:54 +0000 2017,
908035119293886464,metropologeny,"Cities, towns, villages, hamlets, conurbations, burghs, municipalities, metropoles | bot by @mewo2",14547,3,4180,False,1,,Wed Sep 13 18:30:17 +0000 2017,
20078986,PaulTobin,"Multi Eisner-award winning author of Bandette, Messenger, Colder, Plants vs. Zombies, Genius Factor, Made Men, etc. Elite cookie eater.",61397,643,12580,False,0,"Portland, Oregon",Wed Feb 04 18:49:06 +0000 2009,
20253808,AndreaWNYC,"Andrea Bernstein @duPontawards @peabodyawards winning @WNYC sr editor. @jskstanford. Co-host ""Trump, Inc."" named top 2018 podcast by @NewYorker @esquire, @qzy",1296,1852,18046,False,0,"New York, NY",Fri Feb 06 17:29:43 +0000 2009,
793718418759299072,functionalemoji,artisanal bot by @Objelisks,7829,0,88,False,1,,Wed Nov 02 07:36:32 +0000 2016,
11178672,Revkin,"Pursuing communication progress on a finite, fast-forward, noisy planet.The rest? Family, friends, books https://t.co/DmavG57ihz, songs https://t.co/7Jew6ToJxQ",54580,8950,84259,False,0,"Hudson Valley, NY, USA",Fri Dec 14 21:43:43 +0000 2007,
30875418,MissouriGOP,Official twitter account of the Missouri Republican Party.,15551,4079,15655,False,0,"Jefferson City, MO",Mon Apr 13 14:35:50 +0000 2009,
14762108,mikejcorey,"Senior Data Editor for @Reveal. Journalism, science, mapping, history, food. He/him",29237,1317,3003,False,0,"Emeryville, California USA",Tue May 13 17:58:27 +0000 2008,
306238322,resenhabot,Crítica Musical Instantânea | WIP por @absurdum,5180,10,485,False,1,Brazil,Fri May 27 14:45:42 +0000 2011,
14321981,AlexHervaud,De mieux en mieux l'ex-presse 🕊 ✌️ 👌,133925,2518,40643,False,0,Paris,Mon Apr 07 11:34:52 +0000 2008,
870447381006868480,golrizghahraman,"Human rights lawyer, IranianKiwi refugee, Child rights advocate, Feminist, Oxford, UN. Don't ask me to cook. Authorised by Gwen Shaw, Lvl 2, 17 Garrett St, WLG",4781,768,15442,False,0,"Auckland, New Zealand",Fri Jun 02 01:10:02 +0000 2017,
250263881,RabitMusic,,784,217,6053,False,0,"Houston, TX",Thu Feb 10 19:06:41 +0000 2011,
83788240,nickpwing,"Media strategy at The Justice Collaborative. Previously @HuffPost, covering the people/policies/things that get us in trouble.",15205,1558,10582,False,0,"Washington, D.C.",Tue Oct 20 07:07:45 +0000 2009,
1030830288761438210,visualrecordbot,"tweeting images made on this very day, many years ago. created by @bnjmnhndrsn",2492,1,44,False,1,in the computer,Sat Aug 18 14:54:27 +0000 2018,
239575120,JeffEisenband,"Sports/Esports Journalist: @NBA2KLeague, @MSGNetworks, @frntofficesport, @Golf_Com, @DraftKings; Past: @ThePostGame, @MedillSchool; jeffreyeisenband@gmail.com",82318,4907,9174,False,0,"New York, NY",Mon Jan 17 23:15:21 +0000 2011,
1702535654,KeisukeHoashi,Hollywood's Number One AsianEveryman with the heart of a clown! #BobsBurgers #BetterThings #StartupCrackle #AdamRuins #TheDetour • https://t.co/sfV26OXmJQ,11828,2611,1650,False,0,"Los Angeles, CA",Mon Aug 26 17:47:40 +0000 2013,#BobsBurgers #BetterThings #StartupCrackle #AdamRuins #TheDetour
61516240,EoinBearla,"There are only so many words in the English language. The Irish Examiner pays me to put them in a different order, day after day. I'm a Senior News Reporter.",39944,4004,15363,False,0,"Cork, Ireland",Thu Jul 30 15:32:32 +0000 2009,
1118951206448181248,Sunlight_Bot,I'm a bot built and maintained by @PleathrStarfish. I tweet public data about Trump administration appointees from ProPublica's Trump Town dataset.,270,0,5,False,1,Quee,Thu Apr 18 18:55:31 +0000 2019,
1069375476622344192,furniture_gen,Procedurally Generated Random Furniture (Mostly Chairs) (Tweets every 4 hours (hopefully)). Created by @hungryjoewarren,1010,1,24,False,1,,Sun Dec 02 23:39:16 +0000 2018,
159216777,BrettMalec,Manager of E! Shows at E! News/E! Online. All liberal opinions are my own.,13162,555,2662,False,0,Los Angeles,Thu Jun 24 19:50:53 +0000 2010,
979056531508482048,Littlelandscap2,"Tiny landscapes, tiny roads.",846,1,8,False,1,,Wed Mar 28 18:04:01 +0000 2018,
1054180180292440064,BotQuilt,@clarabellum made me! I'm part of #procjam,7980,2,77,False,1,,Mon Oct 22 01:18:35 +0000 2018,#procjam
83483361,PaulJSweeney,"Labour & Co-op MP for Glasgow North East and Shadow Scotland Office Minister. 

Former shipbuilder. 

Glasgow architecture geek.",30579,5113,12757,False,0,"Glasgow, Scotland, UK.",Mon Oct 19 00:33:46 +0000 2009,
20288618,100scopenotes,Elementary school librarian. Writer (THE VERY LAST CASTLE). @theyarnpodcast co-producer. Highlighter of things serious and absurd in children's literature.,19603,4175,20478,False,0,Michigan,Sat Feb 07 01:51:34 +0000 2009,
17845781,SenatorParker,NYS Senator representing the 21st District.,24625,3291,7946,False,0,People's Republic of Brooklyn,Wed Dec 03 19:33:47 +0000 2008,
4139038819,deshumani,"Dehumanizing art, one tuit at a time
_____________________________________
[Ortega y Gasset's La deshumanización del arte, done better by @alexsaum]",56622,0,48,False,1,,Thu Nov 05 21:17:35 +0000 2015,
31098240,Netwerk24,"Al die nuus, politiek, sport, geldsake & vermaak tot menings & diepteontledings, #AllesOpEenPlek & in Afrikaans! Volg @Netwerk24Sport vir top-sportnuus.",117922,857,188419,False,0,Johannesburg,Tue Apr 14 10:57:46 +0000 2009,#AllesOpEenPlek
131250818,staceybrotzel,"Co-host CTV Morning Live, Edmonton
News Junkie. Proud mom. Chocolate lover. Not in order of importance.",42431,2470,15346,False,0,Edmonton,Fri Apr 09 18:39:41 +0000 2010,
1286161147,KatiePhang,@NBC & @MSNBC Legal Contributor | Trial Lawyer | @Yale & @MiamiLawSchool grad | RTs ≠ endorsements | views expressed are my own,17496,798,33344,False,0,MIA🛫NYC🛬MIA,Thu Mar 21 14:45:07 +0000 2013,
754714,peterjblack,Law lecturer and advocate for equality.     I share links because I find them interesting or thought provoking; not because I necessarily agree with them.,192186,2606,11189,False,0,"Brisbane, Australia",Mon Feb 05 04:29:53 +0000 2007,
3249041383,runvc,VC @ https://t.co/0yUD6BuHfa Father to a superhero. Lets live forever and travel the stars. The memory of a goldfish and the confidence of a lion. 🦁,12533,1065,7010,False,0,"San Francisco, CA",Thu Jun 18 18:31:19 +0000 2015,
1483464164,bgirledukate,"#Immigration reporter for the San Diego Union Tribune. Formerly @TheStar_news. Bgirl, DJ, capoeirista, dog lover. Views expressed are my own. RT ≠ endorsement",3748,1515,2048,False,0,"San Diego, CA",Tue Jun 04 22:40:11 +0000 2013,#Immigration
17793087,hornery,"Sydney journalist and columnist behind Private Sydney only in the Sydney Morning Herald and Sun Herald. All opinions are mine, and mine alone.",15064,1389,12046,False,0,sydney,Mon Dec 01 23:39:52 +0000 2008,
794513135243759617,AwfulEmoji,Celebrating the weird faces and messy emotions of all the world. Posts every three hours. Made by @harrygiles in #CBDQ,7503,0,33,False,1,,Fri Nov 04 12:14:27 +0000 2016,#CBDQ
881278603257937920,boggle_bot,#botALLY,5503,0,3,False,1,,Sat Jul 01 22:29:27 +0000 2017,#botALLY
1887528152,Bruce_LeVell,"President Donald J Trump 2020 Advisory Board, RNC Media Surrogate, Exec Dir. NDCTrump, Former Ga Gwinnet GOP Chair https://t.co/O20XsaOxDq",2198,701,24147,False,0,"Atlanta, GA",Fri Sep 20 19:12:02 +0000 2013,
30409200,everywhereist,Writer. Feminist. Snack-enthusiast. I got hacked for writing about cinnamon rolls. Then I got a James Beard Award. She/Her.,61533,541,97365,False,0,,Sat Apr 11 05:57:44 +0000 2009,
968152918229770240,AmznTurkerHappy,What made you happy in the past 24 hours?   Random happy moments crowd-sourced from Amazon Mechanical Turk platform.,415,0,11,False,1,,Mon Feb 26 15:56:57 +0000 2018,
193732179,RepJudyChu,Proudly representing California's 27th District in the U.S. House of Representatives. Ways and Means. Small Business. Chair of @CAPAC.,5176,38724,61726,False,0,"Pasadena, CA",Wed Sep 22 15:18:17 +0000 2010,
5690002,mattdanzico,"Imaginator at large. 📺✨ Journalist, filmmaker and tinkerer. BBC + NBC alum.",7637,1343,5422,False,0,"Barcelona, Spain",Tue May 01 17:54:20 +0000 2007,
29247540,BYoungFountain,#NYUTisch alum; Actor #Grownish #Marlon #DearWhitePeople #TheSkinny Actor|Prod. #MaketheMoon #GriotsLament Social Media Mgr for #FYIFilms,3991,5986,9450,False,0,"Los Angeles, CA & NYC",Mon Apr 06 17:30:18 +0000 2009,#NYUTisch #Grownish #Marlon #DearWhitePeople #TheSkinny #MaketheMoon #GriotsLament #FYIFilms
15957506,JRSprott,#Sarcastic - Digital Marketing & Engagement Strategist - Ex-#Newser - Somewhat Fashionable - #whyad2 - Obviously my own opinions 🙄,4085,1831,2574,False,0,"Washington, DC via Columbia, SC",Sat Aug 23 14:58:36 +0000 2008,#Sarcastic #Newser #whyad2
57164144,BirchCoffee,"Your neighborhood coffee shop committed to being the best part of your day • 10 NYC shops, HQ/Roasting in LIC • https://t.co/p1pNYcKmEb #birchlovesyou",6951,1633,6452,False,0,"New York, NY",Wed Jul 15 22:53:32 +0000 2009,#birchlovesyou
16213403,CRISCOKIDD,"Weekdays @Power983 |
Weekends @SiriusXM Globalization | @CKBPshow on @DASH_Radio @PowerHits281 @GeckoBRadio | @DJcity | #CriscoKiddBlockParty #ABN /G\",45077,1276,8848,False,0,🌎Phoenix-Dallas-LA-Houston🌎,Tue Sep 09 23:42:03 +0000 2008,#CriscoKiddBlockParty #ABN
837053322616008713,NtflxGenerator,Gerador de sinopses. WIP por @absurdum,10823,9,1589,False,1,,Wed Mar 01 21:33:58 +0000 2017,
21215254,HIASrefugees,"HIAS is the global Jewish nonprofit that protects refugees. We stand for a world in which refugees find welcome, safety, and freedom. Join us!",16274,2423,24912,False,0,New York,Wed Feb 18 17:04:34 +0000 2009,
20278154,yefeth,Entrepreneur & Internet marketer | Former candidate U.S. Senate | Entertainment Business MS @FullSail | #Bitcoin/Blockchain enthusiast | Retweets ≠ endorsement.,11467,997,791,False,0,"Springfield, MO",Fri Feb 06 22:24:50 +0000 2009,#Bitcoin
15518537,kn8,Movies writer at @vulture. Trainee Rotarian,12447,775,4243,False,0,NYC,Mon Jul 21 18:12:25 +0000 2008,
16364632,mikekatz,National Chair @jewishlabour. Spursy. Views all my very own!,19051,2603,5093,False,0,"London, of course!",Fri Sep 19 15:27:56 +0000 2008,
3287381226,UnrealBritain,,32721,0,6,False,1,,Wed Jul 22 10:25:57 +0000 2015,
17079694,HBAdventure,"Engaged to @laurenroller and hyped about it! Former manager of @cupofchowdah, a community for fans of the 6x Stanley Cup Champion Boston Bruins. He/Him.",102537,2394,2172,False,0,"On a bike, ideally!",Fri Oct 31 02:58:55 +0000 2008,
21269694,VictoriaCraig,"Senior broadcast journalist for @BBCWorldBiz. Coffee addict. Dog lover. Mizzou tiger. Proud Kansas City, Missouri native. Passion for storytelling.",12852,1281,4535,False,0,"London, England",Thu Feb 19 02:53:53 +0000 2009,
3906144072,UC_Poesias_Bot,"Soy un bot que genera versos inspirados en la poesía de Ulises Carrión. Pariente de @BotCarrion.
Quejas con @elikaortega.",10640,0,243,False,1,,Thu Oct 15 20:11:16 +0000 2015,
17884583,marinaomi,"🏳️‍🌈🇯🇵🇺🇸 cartoonist

https://t.co/FnXc6tESU7 / 

https://t.co/O2RPVFTErh / 

podcast @askbigrlz",30028,992,7374,False,0,Los Angeles,Fri Dec 05 00:28:00 +0000 2008,
36602488,eliyudin,"Stand-up, @WhatATimePod, @TablepopDorkly, he/him. IG/Twitch/everything else: https://t.co/9NNBd2UTbQ",6588,2217,19630,False,0,"Brooklyn, NY",Thu Apr 30 05:13:32 +0000 2009,
223179929,spampistefania,Sicilian actress 🇮🇹 ( ri Catania)/ Former dancer/ Pasta eater/ Planet lover. Playing Carina Deluca on @greysabc,1259,1183,21384,False,0,"Los Angeles, CA",Sun Dec 05 16:51:29 +0000 2010,
990623965,rightnowbbcr1,Telling you what's playing on BBC Radio 1. This is a fan account and not affiliated with the BBC.,610840,13,153,False,1,Nowhere,Wed Dec 05 10:07:40 +0000 2012,
317893401,Tia_Oso,"Believer, Agitator, Lover AND Fighter. Writer • Speaker • Strategist • Trainer • Now booking for 2019 engagements!",30981,3959,6927,False,0,"Los Angeles, CA",Wed Jun 15 16:56:29 +0000 2011,
15589386,marissanelson,"CBC's Senior Managing Director for Ont., incl. Thunder Bay, Sudbury, Hamilton, KW, London, Toronto and Ottawa. Digital journalist. Fan of #Raptors",6578,1369,4182,False,0,Toronto,Thu Jul 24 21:39:34 +0000 2008,#Raptors
52755452,alextomo,"Chief Correspondent and Presenter, Channel 4 News.",54373,2870,102008,False,0,United Kingdom,Wed Jul 01 15:29:30 +0000 2009,
4041359188,needsref,Random sentences from Wikipedia marked as [Citation Needed]. A catalogue of failed assertions. By @aparrish.,3305,0,589,False,1,,Sun Oct 25 20:18:52 +0000 2015,
24852012,TomGravesGA14,"Husband/dad. Currently a few things, formerly a lot of things. Love the rain, trail runs and Baldacci reads. Serving #GA14.",1558,1017,3160,False,0,"Ranger, GA",Tue Mar 17 07:02:42 +0000 2009,#GA14
106463784,villi,VC. Looking for ❄️.,5745,245,7158,False,0,San Francisco & Truckee,Tue Jan 19 17:00:07 +0000 2010,
109047474,LeeStoll,"KOMO anchor/reporter, #GoNavy, @NorthwesternU Wildcat. Sailor and cellist with a strong cribbage game.",6184,876,2277,False,0,,Wed Jan 27 20:25:07 +0000 2010,#GoNavy
121631678,JakeLahut,Political reporter covering 2020 & #NHpolitics for the @Keene_Sentinel | Stints @POLITICO @NewYorker @dgazette @timesunion | 🆙state NYer | bilingue 🇫🇷 | tips⬇️,28520,931,2007,False,0,jlahut@keenesentinel.com,Wed Mar 10 03:13:55 +0000 2010,#NHpolitics
3369559252,DeepDreamThis,Tweet me a picture and I'll #deepdream it for you! Tweet '-me' and I'll dream your avatar! List of commands here: http://t.co/BRfLYAkWBA,24199,2,1092,False,1,"London, England",Fri Jul 10 17:20:58 +0000 2015,#deepdream
50863281,CharlesRobinson,Senior NFL reporter for Yahoo. Always outnumbered. Email me at: WindyCityScribe@yahoo.com.,22267,496,100159,False,0,An NFL city near you,Fri Jun 26 01:31:19 +0000 2009,
318682832,OUTERNATIONAL_,"WELCOME TO THE REVOLUTION. A BAND, NOT A BRAND. SOMOS DESAFIANTES.",14019,655,3674,False,0,NYC,Thu Jun 16 21:45:55 +0000 2011,
77845268,sheetalsheth,Actor. Producer. Author. Independent. 'The only people for me are the mad ones' Adv Bd @equalitynow Ambassador @therepproject IG: @beneaththesheetz Fuck Cancer.,8229,917,21822,False,0,Wanderlust.,Sun Sep 27 22:00:22 +0000 2009,
747833144124964864,officefridgebot,SOMEONE TOOK HALF MY SANDWICH. PUT IT BACK NOW. BRENDA IN HR KNOWS WHO YOU ARE.,927,156,17,False,1,The break room,Tue Jun 28 16:44:50 +0000 2016,
36047098,davidmwessel,"Director, Hutchins Center on Fiscal & Monetary Policy, Brookings. Contributing correspondent, Wall Street Journal. Views in tweets are strictly my own.",38819,824,82608,False,0,"Washington, D.C.",Tue Apr 28 12:01:18 +0000 2009,
14286806,InterActionOrg,InterAction is the largest alliance of international NGOs & partners in the U.S. focused on the world’s poor and most vulnerable.,17364,1969,32945,False,0,"Washington, DC",Wed Apr 02 19:46:05 +0000 2008,
614722543,AustinBasis,Actor/Writer/Prod #T1D @JDRF https://t.co/eJ5a1PwOei https://t.co/RSdtwwCP3V https://t.co/VwVXpde7OE,30866,2352,38908,False,0,Brooklyn / Los Angeles,Fri Jun 22 00:55:48 +0000 2012,#T1D
757804429357613056,darndesttruisms,"a bot by @_k_e_l_s_e_y, inspired by @theshrillest. tweets 4 times a day",4187,1,382,False,1,,Tue Jul 26 05:07:10 +0000 2016,
15669888,mgeheren,"5p News Producer 🔜 Digital Reporter for @KELOLAND (CBS - SD, NW IA, SW MN)🏙Chicagoland native. ENTJ. Emmy & Edward R. Murrow Award Winner. Views are my own.",18345,1788,1682,False,0,"Sioux Falls, SD",Thu Jul 31 02:43:02 +0000 2008,
728020310964895744,grandson,a modern tragedy,4628,131,29445,False,0,,Thu May 05 00:35:42 +0000 2016,
107078762,JDefteriosCNN,CNN Biz  Emerging Markets Editor/ Correspondent • Californian by birth • Mediterranean and Middle Eastern @ ♥️ RT not = endorsement,1207,1388,7107,False,0,@the Crossroads of East & West,Thu Jan 21 14:00:41 +0000 2010,
125152418,KeithpBarry,"As a student of human behaviour, I hack into people's minds. Hypnotist behind #YBITR and also mentalist/magician.",21570,3001,60569,False,0,Ireland,Sun Mar 21 21:51:47 +0000 2010,#YBITR
242385901,IrishRefugeeCo,"The Irish Refugee Council (IRC) is a membership-based, non-governmental organisation which advocates with asylum seekers & refugees for their rights.",18307,1602,10777,False,0,Dublin,Mon Jan 24 17:23:58 +0000 2011,
863159091681792000,NlProverbs,Words to live by. Tweets out random scenes from Pieter Bruegel the Elder's Netherlandish Proverbs. Created by @RichSherriff,7926,0,9,False,1,Topsy Turvy World.,Fri May 12 22:28:58 +0000 2017,
59885434,PeggyLlewellyn,NHRA Pro Stock Motorcyclist - 1st Woman Of Color In The World To Win A Professional Motorsports Event - PR contact @EaddyPerry,34976,1241,3893,False,0,"San Antonio, Texas",Fri Jul 24 20:52:54 +0000 2009,
19960900,Jenn_Harris_,@latimesfood senior writer | jenn.harris@latimes.com | #lafriedchickenqueen |@MarthaStewart is my spirit animal,4868,3081,9805,False,0,P-Town,Tue Feb 03 08:50:13 +0000 2009,#lafriedchickenqueen
49773236,juliannewelby,"Senior Editor, WNYC News - Immigration, Legal Affairs, Security and Policing in NYC. Also public media training/teaching, mothering and living  in NYC.",2035,576,1032,False,0,Manhattan,Mon Jun 22 21:31:27 +0000 2009,
1447948944,autoRNG,"I'm Otto. I post a random number from 0-100 every hour. Tweet at me to request a number (include 1 or 2 numbers for a max/min).
Created/managed by @SnoringFrog",45330,50,35,False,1,,Wed May 22 04:43:01 +0000 2013,
518602986,Terricha_CL,Freelance Journalist specializing in community outreach. Content creator extraordinaire. #JPJr's mom.,20256,2553,1814,False,0,"Jackson, Mississippi",Thu Mar 08 15:37:08 +0000 2012,#JPJr
