User ID,Username,Tweet,Retweet Count,Mention Count,Follower Count,Verified,Bot Label,Location,Created At,Hashtags
human_2283960169,account,profile,7594,280,15666,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3439078101,account,profile,1803,135,864,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_3403047461,account,profile,3572,194,1194,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_289516877,account,profile,1314,487,3913,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_4821831796,account,profile,86246,550,2040,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_923545627291803648,account,profile,383,408,270,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3772896857,account,profile,9996,54,50202,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_981755559195086848,account,profile,1268,403,1118,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_299917756,account,profile,54848,10,6088,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_915284281311875074,account,profile,13876,1206,9604,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4187564112,account,profile,8714,146,16457,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_2294692417,account,profile,21903,40,4914,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4002930083,account,profile,3576,254,3322,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_275572129,account,profile,3576,254,3322,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_974708869,account,profile,15378,860,1477,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_990623965,account,profile,344944,314,2210,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_255304260,account,profile,23251,68,2484,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_901140630990196738,account,profile,10998,201,1150,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_153086554,account,profile,12212,200,6314,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_905443664935231488,account,profile,2058,74,21417,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_2668592653,account,profile,41627,0,116708,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4350824652,account,profile,29666,470,1030,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_314553133,account,profile,8604,274,13770,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_518170154,account,profile,27222,292,1884,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3747663856,account,profile,42434,108,2972,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_917159386015043584,account,profile,14506,758,2638,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_516735853,account,profile,3746,222,45970,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_47318291,account,profile,2728,502,1238,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_426353995,account,profile,11477,130,9715,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_595299864,account,profile,4202,1464,2484,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_472540675,account,profile,8050,1349,2502,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4204895289,account,profile,11544,956,1152,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_822542798486466561,account,profile,117,312,3706,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_38708675,account,profile,5794,221,787,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_134163734,account,profile,1364,116,117,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_368472546,account,profile,2441,210,6544,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_896063275921793024,account,profile,5756,346,22086,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_720265901115711489,account,profile,10640,18,2368,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1019024168984219649,account,profile,838,102,169098,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_128870883,account,profile,9906,120,19074,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1447948944,account,profile,35051,212,412,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_883418382988718082,account,profile,16172,518,1493,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4097400133,account,profile,5794,221,787,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_319916258,account,profile,141644,1159,1122,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_941913881437290497,account,profile,3827,804,3250,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_247142787,account,profile,22317,194,1008,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_1157734974,account,profile,6820,580,21773,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_860340144146141184,account,profile,3545,2,14710,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_863270435760160769,account,profile,2172,255,844,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_17871030,account,profile,35051,212,412,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_958372028,account,profile,3048,610,35906,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_897126449307627521,account,profile,2288,1066,326,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_63073834,account,profile,1378,202,1368,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_357837002,account,profile,11777,194,3842,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3882352332,account,profile,4208,305,5456,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_896898553985064961,account,profile,4193,416,734,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_1130070541,account,profile,2596,1030,9150,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_541511214,account,profile,4980,12,135014,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_713104410,account,profile,38248,670,2100,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_936679824017440768,account,profile,30490,864,4352,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3045203078,account,profile,42558,11,319383,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_573788425,account,profile,4236,375,4314,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3052317647,account,profile,6756,654,2402,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_1195567058,account,profile,474,233,766,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1028578680187052032,account,profile,1157,194,19246,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_909624431273635843,account,profile,1067,122,2581,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_2800569835,account,profile,6607,56,2862,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_4116008413,account,profile,2554,571,1690,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_859787192448712704,account,profile,591,1122,785,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_224810490,account,profile,6756,654,2402,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_4569690923,account,profile,21756,380,12686,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_903742553010339841,account,profile,4784,730,830,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_858057559839830016,account,profile,2778,135,1777,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_981566796011622401,account,profile,2044,388,112,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_129774151,account,profile,11267,365,2762,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3238422218,account,profile,13633,1759,2790,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_556763518,account,profile,378,92,5872,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_735185696030359557,account,profile,8246,384,2546,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_322132469,account,profile,2375,403,765,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_2870426806,account,profile,26677,942,2506,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4196237301,account,profile,17148,243,1742,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_984794988964917249,account,profile,3604,728,594,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_991088619774504960,account,profile,2350,802,1656,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_14458643,account,profile,730,0,30250,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_888953536666411009,account,profile,5028,248,13754,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_38184280,account,profile,574,916,1124,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_311062620,account,profile,49728,777,1110,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_714131965318828032,account,profile,27364,169,2414,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_2592634077,account,profile,14379,236,275796,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_818580820797497345,account,profile,3916,517,1239,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3765991992,account,profile,8604,274,13770,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_721127537674489856,account,profile,2778,135,1777,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_431308861,account,profile,15060,1132,3176,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1101849622073491456,account,profile,313,347,307,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_828743942380384256,account,profile,872,158,744,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_817542625,account,profile,20179,960,1899,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_20775769,account,profile,3280,361,1421,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_55475057,account,profile,42434,108,2972,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_605165417,account,profile,250,401,1460,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_884982996,account,profile,3982,464,1584,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_852039978569801729,account,profile,3572,194,1194,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_907841910852681728,account,profile,21903,40,4914,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_275315776,account,profile,1822,334,9343,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_848131286526959617,account,profile,60830,6,82020,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_44457722,account,profile,4158,268,884,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_130781387,account,profile,4894,118,7153,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1098368635666657281,account,profile,2114,700,6258,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_2764864491,account,profile,3102,388,1686,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1038892795975614466,account,profile,23296,1012,1684,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_2856781575,account,profile,6764,814,1074,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_738080573365702657,account,profile,3233,143,336232,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_2784894884,account,profile,161393,158,2101,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_486864604,account,profile,23794,443,3924,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_204075017,account,profile,4946,300,1114,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_177737258,account,profile,1937,364,2170,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_4897803268,account,profile,39344,3146,14650,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_471514127,account,profile,5224,5010,3645,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_883335166202130433,account,profile,4020,1128,1082,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_41262945,account,profile,9044,276,466,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_719279888054816768,account,profile,25944,408,12400,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4765790730,account,profile,54848,10,6088,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_2224079705,account,profile,7600,230,12382,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1011253362929651712,account,profile,7006,732,2089,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_56699180,account,profile,21051,162,2306,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3957192304,account,profile,4894,118,7153,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_104340042,account,profile,27270,146,2605,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_883696210200190976,account,profile,15648,522,2443,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_623040697,account,profile,20076,232,12346,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_221922759,account,profile,17714,1210,1272,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_929038210902253569,account,profile,5262,459,2764,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_781683859440173056,account,profile,8492,246,11831,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_808571456237936640,account,profile,2418,95,492,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_725896100528295936,account,profile,2768,136,2288,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_2425882104,account,profile,21070,146,39922,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_906606599094935552,account,profile,3384,304,31386,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_878678015349329921,account,profile,10640,18,2368,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_49670748,account,profile,23624,186,2492,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_29580450,account,profile,3582,89,860,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_19863141,account,profile,7026,599,23792,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_746015690507837441,account,profile,29411,272,9778,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_772315241212325888,account,profile,730,0,30250,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3187370910,account,profile,5636,978,3317,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_2590168531,account,profile,21051,162,2306,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_935932808815697922,account,profile,7914,990,2512,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_978056573284175872,account,profile,2462,624,1435,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_307690179,account,profile,2826,244,28508,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_223509017,account,profile,5836,524,5402,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_791088166593626113,account,profile,6287,266,496,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_291712805,account,profile,3183,212,2566,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_2216299843,account,profile,68010,6271,13758,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4742568924,account,profile,1756,190,1335,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_59917627,account,profile,7928,232,3096,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1049728241248874496,account,profile,475,227,1560,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_932049341862240256,account,profile,2878,500,48458,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_798042945374949376,account,profile,7276,254,9279,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_925409091115147264,account,profile,19988,582,1320,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4733801655,account,profile,11436,249,2986,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_892140208476606464,account,profile,8007,580,2263,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_72944832,account,profile,9953,658,880,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1040956752580239360,account,profile,3294,756,5068,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_461177967,account,profile,4725,94,288,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_970592745415938048,account,profile,3084,534,1039,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_781941661848875008,account,profile,23278,2224,1624,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_718869104556281856,account,profile,6731,93,40232,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3249072386,account,profile,12212,200,6314,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_2831214083,account,profile,1106178,98,25097,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1017524564698566656,account,profile,2864,718,1792,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_351667869,account,profile,15778,28,728,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3143230134,account,profile,5224,5010,3645,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_223179929,account,profile,871,596,11564,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_249003111,account,profile,1505,678,1304,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_149155812,account,profile,36704,373,2700,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_1615516466,account,profile,872,158,744,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4584564195,account,profile,5910,21,14432,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_32137995,account,profile,3027,115,1650,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_351260120,account,profile,17350,342,4115,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3378113121,account,profile,10842,346,2476,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_24598070,account,profile,2006,344,868,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_1471542956,account,profile,58,1986,53250,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_1948293908,account,profile,68010,6271,13758,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1047612356459724802,account,profile,5004,972,1530,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1044202538843672576,account,profile,12,1023,840,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_223868478,account,profile,4156,1482,673,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_881194824346607616,account,profile,6730,380,3266,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_926657935794634752,account,profile,682,110,3049,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_2579497028,account,profile,21070,146,39922,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_805673251837882369,account,profile,23430,194,16572,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_1485304172,account,profile,30490,864,4352,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_1001296272932864000,account,profile,313,347,307,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_182161659,account,profile,5528,202,2708,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_1584014898,account,profile,23296,1012,1684,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_372729333,account,profile,2583,416,2092,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_42944430,account,profile,4726,184,3622,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_48485996,account,profile,2500,360,1026,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_705120073032269824,account,profile,74017,448,7322,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_867295236904464384,account,profile,2926,165,1210,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_178832906,account,profile,1834,299,2349,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_2840527584,account,profile,4258,318,10133,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1044725409953136640,account,profile,4202,1464,2484,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_783819741127446528,account,profile,1306,1432,1206,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4122247827,account,profile,11051,173,497,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_76854624,account,profile,2276,240,3896,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_921692600544972800,account,profile,1806,8299,7846,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_35279836,account,profile,42558,11,319383,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4638992359,account,profile,4656,128,17594,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_832336939596578819,account,profile,6208,342,405,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_912277178343149570,account,profile,9453,720,5938,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_817133173,account,profile,10394,112,6538,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4189915529,account,profile,23518,244,2376,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_982793656452071425,account,profile,634,850,1880,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_33916007,account,profile,569,116,1659,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1032895705625419776,account,profile,3790,800,1240,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_2253968388,account,profile,13168,2198,10962,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1099727648471871490,account,profile,182,508,1682,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_2221811233,account,profile,2006,344,868,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_22301031,account,profile,8733,472,702,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_881278603257937920,account,profile,5844,438,1140,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4690010330,account,profile,982,76,1314,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_3333055535,account,profile,658,31,244865,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_922501717823954945,account,profile,574,916,1124,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_256162494,account,profile,3142,212,10204,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_702210829966516225,account,profile,24929,120,39000,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_412518234,account,profile,5204,1089,2058,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_911664210614083584,account,profile,2118,574,7131,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_763099930487615488,account,profile,57256,112,78219,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_524733591,account,profile,4370,444,3313,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1005667025862049792,account,profile,432,0,183150,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_235747629,account,profile,18798,1030,1154,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_64380665,account,profile,136,776,1410,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_4889216037,account,profile,6116,46,1290,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_98464595,account,profile,10169,576,1087,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1109778441379950592,account,profile,1748,844,4686,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_1887528152,account,profile,1918,351,12128,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
human_194636292,account,profile,17418,498,2562,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3041716769,account,profile,5568,206,1814,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1011651387804061696,account,profile,2033,312,164,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_3245226532,account,profile,49308,188,4622,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
bot_868253384977121281,account,profile,15124,639,2664,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_165153530,account,profile,3518,314,5752,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
bot_1081270898659864581,account,profile,1058,322,5588,False,1,,Wed Jun 05 00:00:00 +0000 2019,none
human_318535212,account,profile,6526,158,6569,False,0,,Wed Jun 05 00:00:00 +0000 2019,none
